threshold,sensitivity,specificity,accuracy,balanced_accuracy,precision,f1,tn,fp,fn,tp,meets_constraints
0.8494589924812317,0.3055555555555556,0.984,0.7360406091370558,0.6447777777777778,0.9166666666666666,0.4583333333333333,123,2,50,22,False
0.8519530892372131,0.2916666666666667,0.984,0.7309644670050761,0.6378333333333334,0.9130434782608695,0.4421052631578948,123,2,51,21,False
0.8676418662071228,0.2777777777777778,0.984,0.7258883248730964,0.6308888888888888,0.9090909090909091,0.4255319148936171,123,2,52,20,False
0.8831202983856201,0.2638888888888889,0.984,0.7208121827411168,0.6239444444444444,0.9047619047619048,0.4086021505376344,123,2,53,19,False
0.8901641368865967,0.25,0.984,0.7157360406091371,0.617,0.9,0.391304347826087,123,2,54,18,False
0.8932114839553833,0.2361111111111111,0.984,0.7106598984771574,0.6100555555555556,0.8947368421052632,0.3736263736263737,123,2,55,17,False
0.8956082463264465,0.2361111111111111,0.992,0.7157360406091371,0.6140555555555556,0.9444444444444444,0.37777777777777777,124,1,55,17,False
0.9047565460205078,0.2222222222222222,0.992,0.7106598984771574,0.6071111111111112,0.9411764705882353,0.3595505617977528,124,1,56,16,False
0.9238453507423401,0.20833333333333334,0.992,0.7055837563451777,0.6001666666666666,0.9375,0.34090909090909094,124,1,57,15,False
0.9311422109603882,0.19444444444444445,0.992,0.700507614213198,0.5932222222222222,0.9333333333333333,0.32183908045977017,124,1,58,14,False
0.9410752058029175,0.18055555555555555,0.992,0.6954314720812182,0.5862777777777778,0.9285714285714286,0.3023255813953489,124,1,59,13,False
0.9432148933410645,0.16666666666666666,0.992,0.6903553299492385,0.5793333333333334,0.9230769230769231,0.2823529411764706,124,1,60,12,False
0.9442448616027832,0.1527777777777778,0.992,0.6852791878172588,0.5723888888888888,0.9166666666666666,0.2619047619047619,124,1,61,11,False
0.9510692954063416,0.1388888888888889,0.992,0.6802030456852792,0.5654444444444444,0.9090909090909091,0.24096385542168675,124,1,62,10,False
0.9519152045249939,0.125,0.992,0.6751269035532995,0.5585,0.9,0.21951219512195125,124,1,63,9,False
0.9521522521972656,0.1111111111111111,0.992,0.6700507614213198,0.5515555555555556,0.8888888888888888,0.19753086419753085,124,1,64,8,False
0.9566152691841125,0.09722222222222222,0.992,0.6649746192893401,0.5446111111111112,0.875,0.17500000000000002,124,1,65,7,False
0.9592400789260864,0.08333333333333333,0.992,0.6598984771573604,0.5376666666666666,0.8571428571428571,0.1518987341772152,124,1,66,6,False
0.9618392586708069,0.06944444444444445,0.992,0.6548223350253807,0.5307222222222222,0.8333333333333334,0.12820512820512822,124,1,67,5,False
0.9635957479476929,0.05555555555555555,0.992,0.649746192893401,0.5237777777777778,0.8,0.10389610389610389,124,1,68,4,False
0.9714394807815552,0.041666666666666664,0.992,0.6446700507614214,0.5168333333333334,0.75,0.07894736842105264,124,1,69,3,False
0.974811851978302,0.027777777777777776,0.992,0.6395939086294417,0.5098888888888888,0.6666666666666666,0.05333333333333333,124,1,70,2,False
0.9778521060943604,0.027777777777777776,1.0,0.6446700507614214,0.5138888888888888,1.0,0.05405405405405406,125,0,70,2,False
0.989352285861969,0.013888888888888888,1.0,0.6395939086294417,0.5069444444444444,1.0,0.0273972602739726,125,0,71,1,False
